StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset1,Skillset2,Skillset3,Skillset4,Skillset5,Location,YearOfStudy,Major,GPA,Language1,Language2,Language3,Language4,Language5,ResearchInterests,Attendance,SkillCount,LanguageCount,CompositeScore
230,James Edwards,Computer Science,Coding Club,Programming,Public Speaking,Leadership,Artistic,Data Analysis,Houston,Freshman,Biology,3.27,Chinese,Japanese,French,Unknown,Unknown,Natural Language Processing,0.5,5,3,1.89
231,George Klein,Psychology,Music Club,Programming,Problem Solving,Artistic,Public Speaking,Leadership,San Francisco,Graduate,Biology,2.5,Spanish,English,French,Japanese,Unknown,Environmental Sustainability,0.1,5,4,1.3
232,Christina Wells,Biology,Music Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,Mathematics,3.75,Spanish,Unknown,Unknown,Unknown,Unknown,Blockchain Technology,0.71,1,1,2.23
233,Steven Fuentes,Biology,Coding Club,Programming,Problem Solving,Data Analysis,Unknown,Unknown,San Francisco,Graduate,Biology,2.53,German,Japanese,English,French,Chinese,Educational Technology,0.03,3,5,1.28
234,Nicholas Marshall,Mathematics,Volunteer Group,Programming,Leadership,Public Speaking,Data Analysis,Problem Solving,Houston,Graduate,Biology,3.47,Spanish,English,Chinese,Unknown,Unknown,Biomedical Engineering,0.58,5,3,2.03
235,Collin Wilson,Biology,Music Club,Problem Solving,Public Speaking,Unknown,Unknown,Unknown,New York,Senior,History,3.64,Spanish,English,French,Chinese,Unknown,Educational Technology,0.78,2,4,2.21
236,Lisa Mitchell,Mathematics,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Physics,3.25,German,French,Unknown,Unknown,Unknown,Sustainable Agriculture,0.51,1,2,1.88
237,Mary Elliott,History,Coding Club,Problem Solving,Leadership,Programming,Public Speaking,Data Analysis,Los Angeles,Sophomore,Mathematics,3.06,German,Japanese,French,Spanish,Unknown,Nanotechnology,0.33,5,4,1.7
238,Daniel Cardenas,Psychology,Music Club,Problem Solving,Artistic,Leadership,Data Analysis,Programming,Boston,Graduate,History,3.47,Japanese,German,French,Unknown,Unknown,Healthcare Management,0.57,5,3,2.02
239,Brandon Nguyen,Biology,Music Club,Programming,Data Analysis,Problem Solving,Public Speaking,Unknown,Chicago,Senior,Psychology,3.63,English,French,German,Unknown,Unknown,Data Science,0.83,4,3,2.23
240,Michelle Dalton,Mathematics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,History,2.84,Spanish,French,German,English,Unknown,Quantum Computing,0.18,1,4,1.51
241,Michael Moon,Physics,Volunteer Group,Problem Solving,Programming,Leadership,Artistic,Public Speaking,Los Angeles,Senior,Mathematics,2.73,Japanese,German,Chinese,Unknown,Unknown,Biomedical Engineering,0.23,5,3,1.48
242,Kristin Barnes,Biology,Music Club,Problem Solving,Data Analysis,Unknown,Unknown,Unknown,Houston,Senior,Physics,3.39,English,German,French,Japanese,Chinese,Environmental Sustainability,0.41,2,5,1.9
243,Mary Mendoza,Biology,Art Club,Data Analysis,Artistic,Leadership,Problem Solving,Programming,Boston,Graduate,Physics,3.09,Chinese,Unknown,Unknown,Unknown,Unknown,Biomedical Engineering,0.3,5,1,1.69
244,Robert Norris,Mathematics,Music Club,Artistic,Unknown,Unknown,Unknown,Unknown,Chicago,Junior,Computer Science,3.19,German,English,Spanish,Unknown,Unknown,Robotics,0.39,1,3,1.79
245,Heather Hale,Biology,Sports Team,Public Speaking,Programming,Unknown,Unknown,Unknown,San Francisco,Senior,Biology,3.02,French,Unknown,Unknown,Unknown,Unknown,Environmental Sustainability,0.31,2,1,1.67
246,Ariana Salas,Physics,Debate Club,Leadership,Public Speaking,Unknown,Unknown,Unknown,San Francisco,Graduate,Psychology,3.18,French,Chinese,English,German,Spanish,Educational Technology,0.35,2,5,1.77
247,John Collins,Mathematics,Coding Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Biology,3.48,French,Unknown,Unknown,Unknown,Unknown,Machine Learning,0.65,1,1,2.07
248,Michele Bradley,Physics,Music Club,Data Analysis,Artistic,Leadership,Programming,Public Speaking,Los Angeles,Senior,History,2.21,German,English,Chinese,French,Unknown,Blockchain Technology,0.22,5,4,1.22
249,Laurie Oconnor,Computer Science,Volunteer Group,Public Speaking,Data Analysis,Programming,Leadership,Artistic,Houston,Junior,Mathematics,3.59,English,French,Unknown,Unknown,Unknown,Bioinformatics,0.7,5,2,2.15
250,David Garcia,Biology,Coding Club,Public Speaking,Problem Solving,Data Analysis,Artistic,Unknown,Houston,Freshman,Physics,2.58,German,Spanish,Unknown,Unknown,Unknown,Data Science,0.15,4,2,1.37
251,Rodney Gray,Psychology,Volunteer Group,Data Analysis,Leadership,Problem Solving,Programming,Unknown,Houston,Sophomore,History,3.24,Spanish,Unknown,Unknown,Unknown,Unknown,Quantum Computing,0.52,4,1,1.88
252,Dana Welch,Physics,Art Club,Artistic,Programming,Problem Solving,Public Speaking,Leadership,Boston,Graduate,Mathematics,2.11,Chinese,Japanese,German,Unknown,Unknown,Blockchain Technology,0.21,5,3,1.16
253,Chelsea Kennedy,Mathematics,Art Club,Artistic,Data Analysis,Programming,Leadership,Problem Solving,Boston,Senior,Computer Science,2.43,Chinese,French,German,Spanish,Japanese,Renewable Energy,0.23,5,5,1.33
254,Kaitlyn Reyes,Physics,Debate Club,Programming,Public Speaking,Artistic,Unknown,Unknown,San Francisco,Graduate,Mathematics,2.56,English,Japanese,Unknown,Unknown,Unknown,Machine Learning,0.23,3,2,1.4
255,Benjamin Andrews,Computer Science,Debate Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Houston,Freshman,Psychology,3.76,Japanese,French,Spanish,Chinese,English,Human-Computer Interaction,0.84,1,5,2.3
256,James Davis,History,Music Club,Artistic,Public Speaking,Leadership,Problem Solving,Programming,New York,Sophomore,Mathematics,3.8,German,Spanish,French,English,Unknown,Healthcare Management,0.85,5,4,2.32
257,Patrick Hines,Computer Science,Art Club,Leadership,Programming,Artistic,Public Speaking,Unknown,New York,Sophomore,History,2.32,Japanese,Spanish,German,Unknown,Unknown,Educational Technology,0.15,4,3,1.23
258,Glenda Buckley,Biology,Music Club,Leadership,Programming,Data Analysis,Unknown,Unknown,Boston,Junior,Biology,2.37,English,German,French,Chinese,Japanese,Space Exploration,0.19,3,5,1.28
259,Robert Carey,Psychology,Debate Club,Public Speaking,Problem Solving,Leadership,Artistic,Unknown,San Francisco,Senior,Biology,3.55,German,Unknown,Unknown,Unknown,Unknown,Quantum Computing,0.68,4,1,2.11
260,Richard Norman,Psychology,Volunteer Group,Programming,Data Analysis,Unknown,Unknown,Unknown,Los Angeles,Freshman,Psychology,3.76,Chinese,Japanese,German,Spanish,Unknown,Artificial Intelligence,0.71,2,4,2.24
261,Shannon Fisher,Psychology,Volunteer Group,Artistic,Public Speaking,Programming,Problem Solving,Leadership,Chicago,Senior,Biology,3.75,English,German,French,Chinese,Japanese,Urban Planning,0.85,5,5,2.3
262,Joan Harris,History,Coding Club,Problem Solving,Leadership,Public Speaking,Unknown,Unknown,San Francisco,Sophomore,Computer Science,2.98,French,Japanese,Chinese,Spanish,Unknown,Sustainable Agriculture,0.2,3,4,1.59
263,Ryan Pearson,Biology,Coding Club,Artistic,Leadership,Public Speaking,Unknown,Unknown,Boston,Senior,Physics,2.17,English,Japanese,Unknown,Unknown,Unknown,Educational Technology,0.21,3,2,1.19
264,Patricia James,Computer Science,Sports Team,Public Speaking,Artistic,Unknown,Unknown,Unknown,Los Angeles,Freshman,Biology,2.95,English,Japanese,Chinese,German,Spanish,Quantum Computing,0.17,2,5,1.56
265,Kenneth Jones,Computer Science,Music Club,Data Analysis,Problem Solving,Unknown,Unknown,Unknown,Boston,Graduate,Mathematics,2.21,Japanese,French,Chinese,German,Spanish,Machine Learning,0,2,5,1.11
266,Denise Osborne,History,Coding Club,Public Speaking,Problem Solving,Leadership,Unknown,Unknown,Houston,Senior,History,2.37,Japanese,Unknown,Unknown,Unknown,Unknown,Biomedical Engineering,0.14,3,1,1.26
267,Paula Rodgers,Psychology,Debate Club,Leadership,Programming,Problem Solving,Artistic,Public Speaking,San Francisco,Graduate,Computer Science,2.97,Spanish,German,Unknown,Unknown,Unknown,Cybersecurity,0.08,5,2,1.53
268,Jeremy Campbell,Psychology,Music Club,Public Speaking,Leadership,Problem Solving,Programming,Data Analysis,Chicago,Graduate,History,3.35,Spanish,Unknown,Unknown,Unknown,Unknown,Educational Technology,0.48,5,1,1.92
269,Julia Sloan,History,Debate Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,New York,Freshman,Biology,3.23,English,German,Spanish,Unknown,Unknown,Artificial Intelligence,0.44,1,3,1.84
270,Brittany Butler,Psychology,Music Club,Problem Solving,Data Analysis,Leadership,Public Speaking,Artistic,Houston,Junior,Mathematics,3.84,Chinese,German,French,English,Unknown,Sustainable Agriculture,0.94,5,4,2.39
271,Richard Lopez,History,Coding Club,Problem Solving,Artistic,Programming,Data Analysis,Unknown,Houston,Graduate,Mathematics,3.84,English,German,Spanish,Japanese,Unknown,Urban Planning,0.93,4,4,2.39
272,Joseph Rivas,History,Volunteer Group,Data Analysis,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Psychology,3.8,French,English,German,Spanish,Japanese,Human-Computer Interaction,0.84,1,5,2.32
273,Sally Robertson,Computer Science,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Senior,Physics,2.73,English,German,Unknown,Unknown,Unknown,Environmental Sustainability,0.03,1,2,1.38
274,Elizabeth Brooks,History,Art Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Boston,Senior,Mathematics,3.07,Chinese,German,French,Spanish,English,Healthcare Management,0.36,1,5,1.71
275,George Taylor,Computer Science,Art Club,Programming,Unknown,Unknown,Unknown,Unknown,San Francisco,Junior,Biology,3.85,Japanese,English,Chinese,French,Spanish,Climate Change,0.91,1,5,2.38
276,Pamela Villarreal,Physics,Volunteer Group,Public Speaking,Problem Solving,Leadership,Data Analysis,Artistic,San Francisco,Graduate,Physics,2.85,French,English,Chinese,Japanese,German,Healthcare Management,0.21,5,5,1.53
277,Sara Wright,Physics,Music Club,Artistic,Data Analysis,Programming,Leadership,Unknown,Boston,Sophomore,Biology,3.1,Japanese,English,French,German,Spanish,Human-Computer Interaction,0.31,4,5,1.71
278,Ronald Johnson,Physics,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Computer Science,3.96,Spanish,Chinese,Unknown,Unknown,Unknown,Cybersecurity,0.94,1,2,2.45
279,Catherine Williams,Computer Science,Music Club,Data Analysis,Public Speaking,Leadership,Unknown,Unknown,San Francisco,Graduate,Mathematics,3.94,German,Chinese,Unknown,Unknown,Unknown,Biomedical Engineering,0.89,3,2,2.42
280,Jesse Anderson,Computer Science,Volunteer Group,Leadership,Unknown,Unknown,Unknown,Unknown,Boston,Graduate,Psychology,2.83,French,German,Japanese,English,Chinese,Quantum Computing,0.03,1,5,1.43
281,Kim Brandt,Physics,Volunteer Group,Public Speaking,Problem Solving,Artistic,Data Analysis,Programming,Houston,Freshman,History,3.73,German,Unknown,Unknown,Unknown,Unknown,Bioinformatics,0.84,5,1,2.29
282,Katherine Smith,Biology,Art Club,Leadership,Public Speaking,Unknown,Unknown,Unknown,New York,Graduate,Mathematics,3.19,Chinese,English,Spanish,Japanese,French,Environmental Sustainability,0.4,2,5,1.8
283,Alexa Decker,Physics,Volunteer Group,Public Speaking,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Psychology,2.97,English,French,Unknown,Unknown,Unknown,Environmental Sustainability,0.24,1,2,1.61
284,Mark Weber,Psychology,Art Club,Data Analysis,Public Speaking,Leadership,Artistic,Problem Solving,San Francisco,Sophomore,History,2.08,Spanish,English,German,Unknown,Unknown,Artificial Intelligence,0.06,5,3,1.07
285,Eric Williams,History,Art Club,Programming,Unknown,Unknown,Unknown,Unknown,Chicago,Sophomore,Biology,3.28,German,Chinese,Unknown,Unknown,Unknown,Machine Learning,0.44,1,2,1.86
286,Tina Christian,History,Music Club,Problem Solving,Public Speaking,Data Analysis,Artistic,Programming,Los Angeles,Senior,Physics,3.3,Spanish,French,German,Unknown,Unknown,Healthcare Management,0.43,5,3,1.87
287,Nicholas Warren,Biology,Art Club,Problem Solving,Data Analysis,Public Speaking,Artistic,Unknown,Chicago,Graduate,Psychology,2.51,Spanish,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0,4,1,1.26
288,Gene Smith,Mathematics,Music Club,Problem Solving,Public Speaking,Artistic,Unknown,Unknown,New York,Graduate,History,2.27,Japanese,German,Unknown,Unknown,Unknown,Quantum Computing,0.16,3,2,1.22
289,Timothy Johnson,Biology,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,Computer Science,3.17,Chinese,Japanese,Unknown,Unknown,Unknown,Behavioral Economics,0.32,1,2,1.74
290,Henry Spence,Psychology,Volunteer Group,Problem Solving,Public Speaking,Programming,Data Analysis,Artistic,Houston,Junior,Physics,3.57,English,German,Japanese,French,Spanish,Bioinformatics,0.67,5,5,2.12
291,Ashley Stein,Physics,Debate Club,Leadership,Problem Solving,Data Analysis,Unknown,Unknown,Los Angeles,Sophomore,Physics,2.81,Spanish,German,Unknown,Unknown,Unknown,Astrophysics,0.07,3,2,1.44
292,Robert Curtis,Psychology,Music Club,Leadership,Public Speaking,Artistic,Problem Solving,Programming,Chicago,Senior,Psychology,3.06,German,Japanese,French,Spanish,Chinese,Machine Learning,0.29,5,5,1.68
293,Timothy Peterson,Biology,Volunteer Group,Data Analysis,Problem Solving,Unknown,Unknown,Unknown,Boston,Sophomore,History,3.48,Spanish,French,Chinese,English,Japanese,Blockchain Technology,0.56,2,5,2.02
294,Stacy Herman,Physics,Art Club,Problem Solving,Artistic,Public Speaking,Programming,Leadership,Boston,Sophomore,Mathematics,3.08,German,French,Chinese,Unknown,Unknown,Sustainable Agriculture,0.27,5,3,1.68
295,Adrian Robinson,Physics,Art Club,Programming,Artistic,Leadership,Data Analysis,Problem Solving,Houston,Junior,History,3.32,German,English,Spanish,French,Chinese,Cybersecurity,0.42,5,5,1.87
296,Michael Carter,Biology,Debate Club,Problem Solving,Programming,Unknown,Unknown,Unknown,San Francisco,Senior,Psychology,2.86,Chinese,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.05,2,1,1.45
297,Erica Patton,Psychology,Debate Club,Data Analysis,Leadership,Unknown,Unknown,Unknown,Boston,Junior,Psychology,3.65,Chinese,German,Japanese,Unknown,Unknown,Space Exploration,0.8,2,3,2.23
298,Denise Freeman,Mathematics,Music Club,Problem Solving,Programming,Unknown,Unknown,Unknown,New York,Graduate,Computer Science,2.73,Spanish,Unknown,Unknown,Unknown,Unknown,Climate Change,0.12,2,1,1.43
299,Richard Williams,History,Art Club,Programming,Leadership,Unknown,Unknown,Unknown,Houston,Senior,History,2.14,English,Spanish,Unknown,Unknown,Unknown,Environmental Sustainability,0.15,2,2,1.15
300,Kurt Obrien,Psychology,Debate Club,Artistic,Problem Solving,Unknown,Unknown,Unknown,Houston,Senior,Biology,2.15,Japanese,German,English,French,Unknown,Renewable Energy,0.15,2,4,1.15
301,Scott Wilson,Mathematics,Music Club,Public Speaking,Leadership,Data Analysis,Problem Solving,Artistic,Houston,Senior,Computer Science,2.05,Spanish,Chinese,German,Unknown,Unknown,Sustainable Agriculture,0.22,5,3,1.14
302,Jeremy Lewis,Computer Science,Debate Club,Problem Solving,Public Speaking,Data Analysis,Artistic,Programming,New York,Graduate,Psychology,2.3,Chinese,German,Unknown,Unknown,Unknown,Cybersecurity,0.11,5,2,1.2
303,Jennifer Marsh,Computer Science,Music Club,Artistic,Data Analysis,Programming,Unknown,Unknown,Boston,Senior,Biology,3.86,Chinese,German,Spanish,Japanese,French,Bioinformatics,0.97,3,5,2.42
304,Rachel Shannon,Mathematics,Music Club,Artistic,Public Speaking,Unknown,Unknown,Unknown,Houston,Graduate,Physics,3.48,English,Spanish,French,Chinese,Unknown,Sustainable Agriculture,0.66,2,4,2.07
305,Erica Lewis,Computer Science,Art Club,Problem Solving,Public Speaking,Artistic,Leadership,Programming,Chicago,Graduate,Mathematics,3.45,English,Spanish,Unknown,Unknown,Unknown,Sustainable Agriculture,0.6,5,2,2.03
306,Brian Meyer,Physics,Music Club,Public Speaking,Problem Solving,Leadership,Data Analysis,Artistic,Chicago,Junior,Mathematics,2.64,Chinese,German,Spanish,Unknown,Unknown,Blockchain Technology,0.09,5,3,1.37
307,Cameron Paul,Psychology,Coding Club,Problem Solving,Data Analysis,Leadership,Public Speaking,Artistic,Boston,Graduate,Computer Science,2.49,Japanese,French,Spanish,German,Chinese,Political Science,0.22,5,5,1.36
308,Curtis Salas,Mathematics,Music Club,Leadership,Unknown,Unknown,Unknown,Unknown,New York,Freshman,Physics,2.1,French,English,Japanese,Chinese,German,Machine Learning,0.2,1,5,1.15
309,Penny Paul,Computer Science,Volunteer Group,Artistic,Data Analysis,Leadership,Public Speaking,Problem Solving,San Francisco,Freshman,Mathematics,3.99,German,Spanish,Japanese,French,Unknown,Human-Computer Interaction,0.91,5,4,2.45
310,Luis Greene,History,Sports Team,Leadership,Problem Solving,Unknown,Unknown,Unknown,Boston,Junior,Mathematics,3.89,English,French,Chinese,Spanish,German,Space Exploration,0.97,2,5,2.43
311,Anna Clay,Physics,Sports Team,Data Analysis,Programming,Problem Solving,Public Speaking,Artistic,Chicago,Junior,Physics,3.79,German,English,Spanish,Japanese,French,Educational Technology,0.72,5,5,2.26
312,Hunter Walker,Biology,Volunteer Group,Leadership,Problem Solving,Public Speaking,Programming,Artistic,Houston,Graduate,Mathematics,2.4,Spanish,English,Unknown,Unknown,Unknown,Climate Change,0.1,5,2,1.25
313,Marc Mccoy,History,Music Club,Data Analysis,Problem Solving,Public Speaking,Programming,Leadership,Boston,Sophomore,Biology,3.7,Chinese,Unknown,Unknown,Unknown,Unknown,Behavioral Economics,0.71,5,1,2.21
314,Melinda Rivera,Mathematics,Art Club,Programming,Unknown,Unknown,Unknown,Unknown,Boston,Freshman,Psychology,2.15,English,German,Japanese,Chinese,Unknown,Sustainable Agriculture,0.06,1,4,1.11
315,Amy Carlson,Psychology,Art Club,Artistic,Public Speaking,Leadership,Data Analysis,Unknown,San Francisco,Graduate,Mathematics,2.59,Japanese,Chinese,Spanish,English,French,Data Science,0.12,4,5,1.36
316,Ashley Wilson,Psychology,Music Club,Artistic,Public Speaking,Leadership,Programming,Problem Solving,Los Angeles,Junior,History,2.97,Chinese,Unknown,Unknown,Unknown,Unknown,Educational Technology,0.22,5,1,1.6
317,Erik Bailey,Mathematics,Sports Team,Artistic,Programming,Public Speaking,Data Analysis,Problem Solving,New York,Sophomore,Psychology,2.23,French,German,Chinese,Unknown,Unknown,Nanotechnology,0.11,5,3,1.17
318,Christopher Gonzalez,History,Debate Club,Artistic,Leadership,Unknown,Unknown,Unknown,San Francisco,Graduate,Psychology,2.02,Spanish,Chinese,German,Unknown,Unknown,Cognitive Psychology,0.2,2,3,1.11
319,Frank Kemp,Computer Science,Music Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Boston,Graduate,History,3.44,English,Chinese,Japanese,Spanish,Unknown,Healthcare Management,0.65,1,4,2.05
320,Teresa Black,Psychology,Music Club,Artistic,Programming,Problem Solving,Leadership,Public Speaking,Houston,Junior,Biology,2.75,Chinese,German,Spanish,Japanese,English,Blockchain Technology,0.2,5,5,1.48
321,Jeremy Reynolds,Physics,Sports Team,Artistic,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Physics,2.67,German,Unknown,Unknown,Unknown,Unknown,Artificial Intelligence,0.09,1,1,1.38
322,Nathaniel Rivas,Mathematics,Debate Club,Data Analysis,Artistic,Problem Solving,Leadership,Programming,San Francisco,Graduate,Biology,2.37,Japanese,Unknown,Unknown,Unknown,Unknown,Robotics,0.02,5,1,1.2
323,Stacy Gutierrez,Physics,Coding Club,Data Analysis,Problem Solving,Programming,Unknown,Unknown,San Francisco,Junior,History,2.46,Chinese,Japanese,English,Spanish,Unknown,Nanotechnology,0.22,3,4,1.34
324,Christine Welch,Mathematics,Coding Club,Data Analysis,Artistic,Public Speaking,Programming,Unknown,Boston,Graduate,Biology,2.39,German,Japanese,French,English,Spanish,Astrophysics,0.11,4,5,1.25
325,Jeremy Powers,Computer Science,Debate Club,Artistic,Programming,Unknown,Unknown,Unknown,New York,Sophomore,History,3.81,German,English,Chinese,Spanish,French,Climate Change,1,2,5,2.41
326,Sharon Sweeney,History,Music Club,Leadership,Data Analysis,Public Speaking,Unknown,Unknown,New York,Junior,Biology,2.72,English,Chinese,Unknown,Unknown,Unknown,Environmental Sustainability,0.13,3,2,1.43
327,Kelsey Fernandez,Psychology,Debate Club,Leadership,Data Analysis,Problem Solving,Unknown,Unknown,Los Angeles,Senior,History,3.65,English,Spanish,Japanese,Chinese,Unknown,Human-Computer Interaction,0.8,3,4,2.23
328,Jennifer Perry,Computer Science,Volunteer Group,Public Speaking,Programming,Artistic,Leadership,Unknown,Chicago,Junior,Psychology,2.74,French,German,Chinese,Spanish,Unknown,Healthcare Management,0.03,4,4,1.39
329,James Baker,Physics,Coding Club,Leadership,Public Speaking,Unknown,Unknown,Unknown,New York,Senior,Computer Science,3.62,French,Japanese,Spanish,Unknown,Unknown,Artificial Intelligence,0.74,2,3,2.18
330,Michelle Martin,Psychology,Art Club,Artistic,Leadership,Unknown,Unknown,Unknown,New York,Junior,Psychology,3.97,Chinese,French,Spanish,German,Japanese,Artificial Intelligence,0.88,2,5,2.43
331,Larry Sullivan,History,Music Club,Data Analysis,Programming,Public Speaking,Leadership,Artistic,New York,Freshman,Mathematics,2.96,Spanish,English,French,Japanese,Chinese,Quantum Computing,0.24,5,5,1.6
332,Angela Phillips,Physics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Los Angeles,Freshman,Computer Science,2.22,German,English,Japanese,French,Chinese,Urban Planning,0.03,1,5,1.13
333,Samantha Odom,Physics,Art Club,Programming,Data Analysis,Artistic,Problem Solving,Public Speaking,Boston,Sophomore,Psychology,3.4,Spanish,English,French,Chinese,Japanese,Artificial Intelligence,0.52,5,5,1.96
334,John Flores,Mathematics,Sports Team,Leadership,Problem Solving,Public Speaking,Programming,Unknown,Houston,Freshman,Mathematics,3.15,English,German,Unknown,Unknown,Unknown,Behavioral Economics,0.27,4,2,1.71
335,Diana Johnston,Psychology,Coding Club,Leadership,Artistic,Problem Solving,Data Analysis,Public Speaking,Los Angeles,Freshman,History,2.18,English,Spanish,German,Chinese,Japanese,Renewable Energy,0.24,5,5,1.21
336,Kimberly Wall,Mathematics,Volunteer Group,Leadership,Artistic,Programming,Unknown,Unknown,Houston,Freshman,History,3.83,Spanish,Japanese,English,French,Unknown,Renewable Energy,0.98,3,4,2.41
337,Caroline Riley,History,Music Club,Public Speaking,Data Analysis,Problem Solving,Leadership,Programming,Chicago,Sophomore,Biology,2.52,French,German,English,Spanish,Unknown,Climate Change,0.22,5,4,1.37
338,Charles Wilcox,Computer Science,Debate Club,Leadership,Problem Solving,Programming,Unknown,Unknown,Los Angeles,Graduate,History,3.37,English,Japanese,French,Chinese,German,Environmental Sustainability,0.47,3,5,1.92
339,Douglas Rocha,Mathematics,Music Club,Problem Solving,Artistic,Unknown,Unknown,Unknown,Chicago,Senior,History,2.26,Japanese,German,Unknown,Unknown,Unknown,Cybersecurity,0.2,2,2,1.23
340,Colleen Grimes,Biology,Coding Club,Artistic,Leadership,Unknown,Unknown,Unknown,Boston,Graduate,Biology,3.41,English,Japanese,Spanish,Chinese,Unknown,Educational Technology,0.65,2,4,2.03
341,Erik Barnes,Psychology,Music Club,Problem Solving,Public Speaking,Programming,Artistic,Unknown,San Francisco,Sophomore,History,2.91,English,French,Spanish,Japanese,Chinese,Quantum Computing,0.14,4,5,1.53
342,Brian Long,History,Art Club,Public Speaking,Problem Solving,Programming,Leadership,Unknown,Boston,Graduate,Mathematics,2.94,French,Japanese,Chinese,Unknown,Unknown,Blockchain Technology,0.15,4,3,1.55
343,Katherine Powers,Biology,Coding Club,Data Analysis,Artistic,Public Speaking,Leadership,Unknown,Chicago,Graduate,Physics,2.1,German,Japanese,Unknown,Unknown,Unknown,Cognitive Psychology,0.24,4,2,1.17
344,Hailey Hernandez,Physics,Sports Team,Leadership,Unknown,Unknown,Unknown,Unknown,San Francisco,Junior,Computer Science,2.63,English,Japanese,German,Unknown,Unknown,Social Sciences,0.06,1,3,1.35
345,John Beck,Biology,Music Club,Problem Solving,Public Speaking,Programming,Artistic,Leadership,New York,Junior,History,3.57,Japanese,Unknown,Unknown,Unknown,Unknown,Behavioral Economics,0.69,5,1,2.13
346,Leon Goodwin,Mathematics,Coding Club,Leadership,Programming,Problem Solving,Artistic,Data Analysis,San Francisco,Sophomore,Mathematics,3.77,Japanese,French,English,German,Spanish,Human-Computer Interaction,0.74,5,5,2.26
347,Joseph Thomas,Computer Science,Sports Team,Public Speaking,Data Analysis,Leadership,Programming,Unknown,San Francisco,Sophomore,Physics,2.62,Chinese,German,English,Unknown,Unknown,Urban Planning,0.01,4,3,1.32
348,Kelly Vasquez,Physics,Debate Club,Problem Solving,Public Speaking,Artistic,Leadership,Data Analysis,San Francisco,Graduate,Psychology,3.77,French,Spanish,Chinese,German,Japanese,Climate Change,0.74,5,5,2.26
349,William Martinez,Psychology,Art Club,Artistic,Data Analysis,Programming,Problem Solving,Leadership,New York,Senior,Psychology,3.89,English,Japanese,Spanish,German,French,Climate Change,0.95,5,5,2.42
350,Ronald Middleton,Computer Science,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Junior,Computer Science,3.68,English,Chinese,German,Spanish,Unknown,Environmental Sustainability,0.71,1,4,2.2
351,Gary Clayton,Psychology,Debate Club,Artistic,Problem Solving,Unknown,Unknown,Unknown,Chicago,Senior,Psychology,3.31,Japanese,Unknown,Unknown,Unknown,Unknown,Blockchain Technology,0.43,2,1,1.87
352,Melissa Stein,Mathematics,Volunteer Group,Programming,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Computer Science,3.94,French,German,English,Chinese,Japanese,Bioinformatics,0.96,1,5,2.45
353,James Crane,Computer Science,Sports Team,Public Speaking,Artistic,Leadership,Problem Solving,Programming,Houston,Sophomore,History,2.73,Japanese,French,English,Spanish,Unknown,Social Sciences,0.04,5,4,1.39
354,Kevin Matthews,History,Art Club,Leadership,Programming,Public Speaking,Unknown,Unknown,Houston,Freshman,History,2.34,French,Spanish,English,Chinese,Japanese,Renewable Energy,0.16,3,5,1.25
355,Tina Johnson,Biology,Coding Club,Programming,Artistic,Unknown,Unknown,Unknown,San Francisco,Graduate,Psychology,2.05,Spanish,English,French,Japanese,German,Environmental Sustainability,0.21,2,5,1.13
356,Brittany Johnson,Physics,Music Club,Artistic,Public Speaking,Unknown,Unknown,Unknown,New York,Freshman,Mathematics,3.19,English,Japanese,Spanish,German,Chinese,Biomedical Engineering,0.33,2,5,1.76
357,Colleen Vincent,Mathematics,Coding Club,Problem Solving,Data Analysis,Unknown,Unknown,Unknown,Chicago,Sophomore,Computer Science,3.34,German,Spanish,French,Chinese,Japanese,Climate Change,0.55,2,5,1.94
358,Carl Patterson,Physics,Coding Club,Programming,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Physics,3.76,French,Spanish,Chinese,German,Unknown,Data Science,0.8,1,4,2.28
359,Jessica Wu,Biology,Sports Team,Programming,Unknown,Unknown,Unknown,Unknown,Houston,Sophomore,Computer Science,2.54,English,Japanese,Chinese,Unknown,Unknown,Space Exploration,0.2,1,3,1.37
